Record Length,2500,Points,-4.999999702000E-02,-0.3999999761600,,Record Length,2500,Points,-4.99999970E-02,-7.999999821E-02
Sample Interval,4.00E-05,s,-4.995999858000E-02,-0.4799999892710,,Sample Interval,4.00E-05,s,-4.99599986E-02,-7.999999821E-02
Trigger Point,1.25E+03,Samples,-4.991999641000E-02,-0.4799999892710,,Trigger Point,1.25E+03,Samples,-4.99199964E-02,-1.599999964E-01
,,,-4.987999797000E-02,-0.5600000023840,,,,,-4.98799980E-02,-2.399999946E-01
,,,-4.983999580000E-02,-0.5600000023840,,,,,-4.98399958E-02,-2.399999946E-01
,,,-4.979999736000E-02,-0.6399999856950,,,,,-4.97999974E-02,-3.999999762E-01
Source,CH1,,-4.975999519000E-02,-0.7199999690060,,Source,CH2,,-4.97599952E-02,-3.999999762E-01
Vertical Units,Volts,,-4.971999675000E-02,-0.7999999523160,,Vertical Units,Volts,,-4.97199968E-02,-4.799999893E-01
Vertical Scale,2,,-4.967999831000E-02,-0.7999999523160,,Vertical Scale,2,,-4.96799983E-02,-5.600000024E-01
Vertical Offset,0,,-4.963999614000E-02,-0.8799999952320,,Vertical Offset,0,,-4.96399961E-02,-6.399999857E-01
Horizontal Units,s,,-4.959999770000E-02,-0.8799999952320,,Horizontal Units,s,,-4.95999977E-02,-6.399999857E-01
Horizontal Scale,1.00E-02,,-4.955999553000E-02,-0.8799999952320,,Horizontal Scale,1.00E-02,,-4.95599955E-02,-6.399999857E-01
Pt Fmt,Y,,-4.951999709000E-02,-0.9599999785420,,Pt Fmt,Y,,-4.95199971E-02,-7.999999523E-01
Yzero,-8.00E-02,,-4.947999865000E-02,-1.0400000000000,,Yzero,0,,-4.94799987E-02,-7.999999523E-01
Probe Atten,10,,-4.943999648000E-02,-1.0400000000000,,Probe Atten,20,,-4.94399965E-02,-9.599999785E-01
,,,-4.939999804000E-02,-1.1200000000000,,,,,-4.93999980E-02,-9.599999785E-01
Note,TDS 2001C - 10:43:42 AM   02-Nov-22,,-4.935999587000E-02,-1.1999999000000,,Note,TDS 2001C - 10:43:42 AM   02-Nov-22,,-4.93599959E-02,-9.599999785E-01
,,,-4.931999743000E-02,-1.2800000000000,,,,,-4.93199974E-02,-1.040000000E+00
,,,-4.927999526000E-02,-1.2800000000000,,,,,-4.92799953E-02,-1.120000000E+00
,,,-4.923999682000E-02,-1.2800000000000,,,,,-4.92399968E-02,-1.199999900E+00
,,,-4.919999838000E-02,-1.3600000000000,,,,,-4.91999984E-02,-1.280000000E+00
,,,-4.915999621000E-02,-1.4399999000000,,,,,-4.91599962E-02,-1.280000000E+00
,,,-4.911999777000E-02,-1.5200000000000,,,,,-4.91199978E-02,-1.360000000E+00
,,,-4.907999560000E-02,-1.5200000000000,,,,,-4.90799956E-02,-1.520000000E+00
,,,-4.903999716000E-02,-1.5200000000000,,,,,-4.90399972E-02,-1.599999900E+00
,,,-4.899999872000E-02,-1.5999999000000,,,,,-4.89999987E-02,-1.599999900E+00
,,,-4.895999655000E-02,-1.5999999000000,,,,,-4.89599966E-02,-1.599999900E+00
,,,-4.891999811000E-02,-1.6799999000000,,,,,-4.89199981E-02,-1.760000000E+00
,,,-4.887999594000E-02,-1.7600000000000,,,,,-4.88799959E-02,-1.760000000E+00
,,,-4.883999750000E-02,-1.8399999000000,,,,,-4.88399975E-02,-1.839999900E+00
,,,-4.879999533000E-02,-1.8399999000000,,,,,-4.87999953E-02,-1.920000000E+00
,,,-4.875999689000E-02,-1.9200000000000,,,,,-4.87599969E-02,-1.920000000E+00
,,,-4.871999845000E-02,-1.9200000000000,,,,,-4.87199985E-02,-2.079999900E+00
,,,-4.867999628000E-02,-1.9200000000000,,,,,-4.86799963E-02,-2.000000000E+00
,,,-4.863999784000E-02,-2.0000000000000,,,,,-4.86399978E-02,-2.159999800E+00
,,,-4.859999567000E-02,-2.0799999000000,,,,,-4.85999957E-02,-2.159999800E+00
,,,-4.855999723000E-02,-2.0799999000000,,,,,-4.85599972E-02,-2.159999800E+00
,,,-4.851999879000E-02,-2.1599998000000,,,,,-4.85199988E-02,-2.319999900E+00
,,,-4.847999662000E-02,-2.1599998000000,,,,,-4.84799966E-02,-2.319999900E+00
,,,-4.843999818000E-02,-2.2400000000000,,,,,-4.84399982E-02,-2.480000000E+00
,,,-4.839999601000E-02,-2.3199999000000,,,,,-4.83999960E-02,-2.480000000E+00
,,,-4.835999757000E-02,-2.3199999000000,,,,,-4.83599976E-02,-2.559999900E+00
,,,-4.831999540000E-02,-2.3999999000000,,,,,-4.83199954E-02,-2.639999900E+00
,,,-4.827999696000E-02,-2.3999999000000,,,,,-4.82799970E-02,-2.720000030E+00
,,,-4.823999852000E-02,-2.4800000000000,,,,,-4.82399985E-02,-2.720000030E+00
,,,-4.819999635000E-02,-2.5599999000000,,,,,-4.81999964E-02,-2.799999950E+00
,,,-4.815999791000E-02,-2.4800000000000,,,,,-4.81599979E-02,-2.720000030E+00
,,,-4.811999574000E-02,-2.5599999000000,,,,,-4.81199957E-02,-2.879999880E+00
,,,-4.807999730000E-02,-2.6399999000000,,,,,-4.80799973E-02,-2.960000040E+00
,,,-4.803999886000E-02,-2.6399999000000,,,,,-4.80399989E-02,-2.960000040E+00
,,,-4.799999669000E-02,-2.7200000300000,,,,,-4.79999967E-02,-3.039999960E+00
,,,-4.795999825000E-02,-2.7200000300000,,,,,-4.79599983E-02,-3.039999960E+00
,,,-4.791999608000E-02,-2.7999999500000,,,,,-4.79199961E-02,-3.119999890E+00
,,,-4.787999764000E-02,-2.8799998800000,,,,,-4.78799976E-02,-3.199999810E+00
,,,-4.783999547000E-02,-2.7999999500000,,,,,-4.78399955E-02,-3.279999970E+00
,,,-4.779999703000E-02,-2.9600000400000,,,,,-4.77999970E-02,-3.279999970E+00
,,,-4.775999859000E-02,-2.9600000400000,,,,,-4.77599986E-02,-3.359999900E+00
,,,-4.771999642000E-02,-2.9600000400000,,,,,-4.77199964E-02,-3.359999900E+00
,,,-4.767999798000E-02,-3.0399999600000,,,,,-4.76799980E-02,-3.359999900E+00
,,,-4.763999581000E-02,-3.0399999600000,,,,,-4.76399958E-02,-3.439999820E+00
,,,-4.759999737000E-02,-3.0399999600000,,,,,-4.75999974E-02,-3.519999980E+00
,,,-4.755999893000E-02,-3.1199998900000,,,,,-4.75599989E-02,-3.519999980E+00
,,,-4.751999676000E-02,-3.1999998100000,,,,,-4.75199968E-02,-3.599999900E+00
,,,-4.747999832000E-02,-3.2799999700000,,,,,-4.74799983E-02,-3.599999900E+00
,,,-4.743999615000E-02,-3.2799999700000,,,,,-4.74399962E-02,-3.599999900E+00
,,,-4.739999771000E-02,-3.2799999700000,,,,,-4.73999977E-02,-3.759999990E+00
,,,-4.735999554000E-02,-3.2799999700000,,,,,-4.73599955E-02,-3.759999990E+00
,,,-4.731999710000E-02,-3.3599999000000,,,,,-4.73199971E-02,-3.759999990E+00
,,,-4.727999866000E-02,-3.3599999000000,,,,,-4.72799987E-02,-3.839999910E+00
,,,-4.723999649000E-02,-3.4399998200000,,,,,-4.72399965E-02,-3.919999840E+00
,,,-4.719999805000E-02,-3.4399998200000,,,,,-4.71999981E-02,-3.839999910E+00
,,,-4.715999588000E-02,-3.5199999800000,,,,,-4.71599959E-02,-3.919999840E+00
,,,-4.711999744000E-02,-3.5199999800000,,,,,-4.71199974E-02,-4.000000000E+00
,,,-4.707999527000E-02,-3.5199999800000,,,,,-4.70799953E-02,-4.000000000E+00
,,,-4.703999683000E-02,-3.5999999000000,,,,,-4.70399968E-02,-4.000000000E+00
,,,-4.699999839000E-02,-3.6799998300000,,,,,-4.69999984E-02,-4.079999920E+00
,,,-4.695999622000E-02,-3.6799998300000,,,,,-4.69599962E-02,-4.159999850E+00
,,,-4.691999778000E-02,-3.6799998300000,,,,,-4.69199978E-02,-4.079999920E+00
,,,-4.687999561000E-02,-3.7599999900000,,,,,-4.68799956E-02,-4.159999850E+00
,,,-4.683999717000E-02,-3.7599999900000,,,,,-4.68399972E-02,-4.159999850E+00
,,,-4.679999873000E-02,-3.7599999900000,,,,,-4.67999987E-02,-4.159999850E+00
,,,-4.675999656000E-02,-3.8399999100000,,,,,-4.67599966E-02,-4.319999690E+00
,,,-4.671999812000E-02,-3.9199998400000,,,,,-4.67199981E-02,-4.239999770E+00
,,,-4.667999595000E-02,-3.9199998400000,,,,,-4.66799960E-02,-4.319999690E+00
,,,-4.663999751000E-02,-3.9199998400000,,,,,-4.66399975E-02,-4.319999690E+00
,,,-4.659999534000E-02,-3.9199998400000,,,,,-4.65999953E-02,-4.319999690E+00
,,,-4.655999690000E-02,-4.0000000000000,,,,,-4.65599969E-02,-4.400000100E+00
